Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,fertilizer_kg/ha,solar_radiation_MJ/m2-day
Japan,Wheat,1990,36540,1668,79821.18,16.4,385.4865772,13.69
Japan,Wheat,1990,36540,1668,79821.18,14.14,385.4865772,13.69
Japan,Wheat,1990,36540,1668,79821.18,16.46,385.4865772,13.69
Japan,Wheat,1990,36540,1668,79821.18,16.12,385.4865772,13.69
Japan,Wheat,1990,36540,1668,79821.18,16.17,385.4865772,13.69
Japan,Yams,1990,210808,1668,79821.18,16.4,385.4865772,13.69
Japan,Yams,1990,210808,1668,79821.18,14.14,385.4865772,13.69
Japan,Yams,1990,210808,1668,79821.18,16.46,385.4865772,13.69
Japan,Yams,1990,210808,1668,79821.18,16.12,385.4865772,13.69
Japan,Yams,1990,210808,1668,79821.18,16.17,385.4865772,13.69
Japan,Maize,1991,24896,1668,79821.18,15.6,369.6202532,12.88
Japan,Maize,1991,24896,1668,79821.18,13.32,369.6202532,12.88
Japan,Maize,1991,24896,1668,79821.18,15.43,369.6202532,12.88
Japan,Maize,1991,24896,1668,79821.18,15.38,369.6202532,12.88
Japan,Maize,1991,24896,1668,79821.18,15.49,369.6202532,12.88
Japan,Potatoes,1991,322809,1668,79821.18,15.6,369.6202532,12.88
Japan,Potatoes,1991,322809,1668,79821.18,13.32,369.6202532,12.88
Japan,Potatoes,1991,322809,1668,79821.18,15.43,369.6202532,12.88
Japan,Potatoes,1991,322809,1668,79821.18,15.38,369.6202532,12.88
Japan,Potatoes,1991,322809,1668,79821.18,15.49,369.6202532,12.88
Japan,"Rice, paddy",1991,58590,1668,79821.18,15.6,369.6202532,12.88
Japan,"Rice, paddy",1991,58590,1668,79821.18,13.32,369.6202532,12.88
Japan,"Rice, paddy",1991,58590,1668,79821.18,15.43,369.6202532,12.88
Japan,"Rice, paddy",1991,58590,1668,79821.18,15.38,369.6202532,12.88
Japan,"Rice, paddy",1991,58590,1668,79821.18,15.49,369.6202532,12.88
Japan,Soybeans,1991,14013,1668,79821.18,15.6,369.6202532,12.88
Japan,Soybeans,1991,14013,1668,79821.18,13.32,369.6202532,12.88
Japan,Soybeans,1991,14013,1668,79821.18,15.43,369.6202532,12.88
Japan,Soybeans,1991,14013,1668,79821.18,15.38,369.6202532,12.88
Japan,Soybeans,1991,14013,1668,79821.18,15.49,369.6202532,12.88
Japan,Sweet potatoes,1991,205631,1668,79821.18,15.6,369.6202532,12.88
Japan,Sweet potatoes,1991,205631,1668,79821.18,13.32,369.6202532,12.88
Japan,Sweet potatoes,1991,205631,1668,79821.18,15.43,369.6202532,12.88
Japan,Sweet potatoes,1991,205631,1668,79821.18,15.38,369.6202532,12.88
Japan,Sweet potatoes,1991,205631,1668,79821.18,15.49,369.6202532,12.88
Japan,Wheat,1991,31797,1668,79821.18,15.6,369.6202532,12.88
Japan,Wheat,1991,31797,1668,79821.18,13.32,369.6202532,12.88
Japan,Wheat,1991,31797,1668,79821.18,15.43,369.6202532,12.88
Japan,Wheat,1991,31797,1668,79821.18,15.38,369.6202532,12.88
Japan,Wheat,1991,31797,1668,79821.18,15.49,369.6202532,12.88
Japan,Yams,1991,192204,1668,79821.18,15.6,369.6202532,12.88
Japan,Yams,1991,192204,1668,79821.18,13.32,369.6202532,12.88
Japan,Yams,1991,192204,1668,79821.18,15.43,369.6202532,12.88
Japan,Yams,1991,192204,1668,79821.18,15.38,369.6202532,12.88
Japan,Yams,1991,192204,1668,79821.18,15.49,369.6202532,12.88
Japan,Maize,1992,25180,1668,79821.18,15.63,378.4471786,13.35
Japan,Maize,1992,25180,1668,79821.18,12.94,378.4471786,13.35
Japan,Maize,1992,25180,1668,79821.18,15.68,378.4471786,13.35
Japan,Maize,1992,25180,1668,79821.18,15.21,378.4471786,13.35
Japan,Maize,1992,25180,1668,79821.18,15.26,378.4471786,13.35
Japan,Potatoes,1992,313645,1668,79821.18,15.63,378.4471786,13.35
Japan,Potatoes,1992,313645,1668,79821.18,12.94,378.4471786,13.35
Japan,Potatoes,1992,313645,1668,79821.18,15.68,378.4471786,13.35
Japan,Potatoes,1992,313645,1668,79821.18,15.21,378.4471786,13.35
Japan,Potatoes,1992,313645,1668,79821.18,15.26,378.4471786,13.35
Japan,"Rice, paddy",1992,62754,1668,79821.18,15.63,378.4471786,13.35
Japan,"Rice, paddy",1992,62754,1668,79821.18,12.94,378.4471786,13.35
Japan,"Rice, paddy",1992,62754,1668,79821.18,15.68,378.4471786,13.35
Japan,"Rice, paddy",1992,62754,1668,79821.18,15.21,378.4471786,13.35
Japan,"Rice, paddy",1992,62754,1668,79821.18,15.26,378.4471786,13.35
Japan,Soybeans,1992,17116,1668,79821.18,15.63,378.4471786,13.35
Japan,Soybeans,1992,17116,1668,79821.18,12.94,378.4471786,13.35
Japan,Soybeans,1992,17116,1668,79821.18,15.68,378.4471786,13.35
Japan,Soybeans,1992,17116,1668,79821.18,15.21,378.4471786,13.35
Japan,Soybeans,1992,17116,1668,79821.18,15.26,378.4471786,13.35
Japan,Sweet potatoes,1992,235027,1668,79821.18,15.63,378.4471786,13.35
Japan,Sweet potatoes,1992,235027,1668,79821.18,12.94,378.4471786,13.35
Japan,Sweet potatoes,1992,235027,1668,79821.18,15.68,378.4471786,13.35
Japan,Sweet potatoes,1992,235027,1668,79821.18,15.21,378.4471786,13.35
Japan,Sweet potatoes,1992,235027,1668,79821.18,15.26,378.4471786,13.35
Japan,Wheat,1992,35371,1668,79821.18,15.63,378.4471786,13.35
Japan,Wheat,1992,35371,1668,79821.18,12.94,378.4471786,13.35
Japan,Wheat,1992,35371,1668,79821.18,15.68,378.4471786,13.35
Japan,Wheat,1992,35371,1668,79821.18,15.21,378.4471786,13.35
Japan,Wheat,1992,35371,1668,79821.18,15.26,378.4471786,13.35
Japan,Yams,1992,188269,1668,79821.18,15.63,378.4471786,13.35
Japan,Yams,1992,188269,1668,79821.18,12.94,378.4471786,13.35
Japan,Yams,1992,188269,1668,79821.18,15.68,378.4471786,13.35
Japan,Yams,1992,188269,1668,79821.18,15.21,378.4471786,13.35
Japan,Yams,1992,188269,1668,79821.18,15.26,378.4471786,13.35
Japan,Maize,1993,25000,1668,79821.18,14.93,387.8548559,12.45
Japan,Maize,1993,25000,1668,79821.18,12.49,387.8548559,12.45
Japan,Maize,1993,25000,1668,79821.18,14.99,387.8548559,12.45
Japan,Maize,1993,25000,1668,79821.18,14.68,387.8548559,12.45
Japan,Maize,1993,25000,1668,79821.18,14.72,387.8548559,12.45
Japan,Potatoes,1993,304856,1668,79821.18,14.93,387.8548559,12.45
Japan,Potatoes,1993,304856,1668,79821.18,12.49,387.8548559,12.45
Japan,Potatoes,1993,304856,1668,79821.18,14.99,387.8548559,12.45
Japan,Potatoes,1993,304856,1668,79821.18,14.68,387.8548559,12.45
Japan,Potatoes,1993,304856,1668,79821.18,14.72,387.8548559,12.45
Japan,"Rice, paddy",1993,45783,1668,79821.18,14.93,387.8548559,12.45
Japan,"Rice, paddy",1993,45783,1668,79821.18,12.49,387.8548559,12.45
Japan,"Rice, paddy",1993,45783,1668,79821.18,14.99,387.8548559,12.45
Japan,"Rice, paddy",1993,45783,1668,79821.18,14.68,387.8548559,12.45
Japan,"Rice, paddy",1993,45783,1668,79821.18,14.72,387.8548559,12.45
Japan,Soybeans,1993,11510,1668,79821.18,14.93,387.8548559,12.45
Japan,Soybeans,1993,11510,1668,79821.18,12.49,387.8548559,12.45
Japan,Soybeans,1993,11510,1668,79821.18,14.99,387.8548559,12.45
Japan,Soybeans,1993,11510,1668,79821.18,14.68,387.8548559,12.45
Japan,Soybeans,1993,11510,1668,79821.18,14.72,387.8548559,12.45
Japan,Sweet potatoes,1993,194906,1668,79821.18,14.93,387.8548559,12.45
Japan,Sweet potatoes,1993,194906,1668,79821.18,12.49,387.8548559,12.45
Japan,Sweet potatoes,1993,194906,1668,79821.18,14.99,387.8548559,12.45
Japan,Sweet potatoes,1993,194906,1668,79821.18,14.68,387.8548559,12.45
Japan,Sweet potatoes,1993,194906,1668,79821.18,14.72,387.8548559,12.45
Japan,Wheat,1993,34739,1668,79821.18,14.93,387.8548559,12.45
Japan,Wheat,1993,34739,1668,79821.18,12.49,387.8548559,12.45
Japan,Wheat,1993,34739,1668,79821.18,14.99,387.8548559,12.45
Japan,Wheat,1993,34739,1668,79821.18,14.68,387.8548559,12.45
Japan,Wheat,1993,34739,1668,79821.18,14.72,387.8548559,12.45
Japan,Yams,1993,157998,1668,79821.18,14.93,387.8548559,12.45
Japan,Yams,1993,157998,1668,79821.18,12.49,387.8548559,12.45
Japan,Yams,1993,157998,1668,79821.18,14.99,387.8548559,12.45
Japan,Yams,1993,157998,1668,79821.18,14.68,387.8548559,12.45
Japan,Yams,1993,157998,1668,79821.18,14.72,387.8548559,12.45
Japan,Maize,1994,24852,1668,79821.18,16.33,378.4334764,14.26
Japan,Maize,1994,24852,1668,79821.18,13.78,378.4334764,14.26
Japan,Maize,1994,24852,1668,79821.18,16.41,378.4334764,14.26
Japan,Maize,1994,24852,1668,79821.18,16.06,378.4334764,14.26
Japan,Maize,1994,24852,1668,79821.18,16.07,378.4334764,14.26
Japan,Potatoes,1994,312107,1668,79821.18,16.33,378.4334764,14.26
Japan,Potatoes,1994,312107,1668,79821.18,13.78,378.4334764,14.26
Japan,Potatoes,1994,312107,1668,79821.18,16.41,378.4334764,14.26
Japan,Potatoes,1994,312107,1668,79821.18,16.06,378.4334764,14.26
Japan,Potatoes,1994,312107,1668,79821.18,16.07,378.4334764,14.26
Japan,"Rice, paddy",1994,67703,1668,79821.18,16.33,378.4334764,14.26
Japan,"Rice, paddy",1994,67703,1668,79821.18,13.78,378.4334764,14.26
Japan,"Rice, paddy",1994,67703,1668,79821.18,16.41,378.4334764,14.26
Japan,"Rice, paddy",1994,67703,1668,79821.18,16.06,378.4334764,14.26
Japan,"Rice, paddy",1994,67703,1668,79821.18,16.07,378.4334764,14.26
Japan,Soybeans,1994,16223,1668,79821.18,16.33,378.4334764,14.26
Japan,Soybeans,1994,16223,1668,79821.18,13.78,378.4334764,14.26
Japan,Soybeans,1994,16223,1668,79821.18,16.41,378.4334764,14.26
Japan,Soybeans,1994,16223,1668,79821.18,16.06,378.4334764,14.26
Japan,Soybeans,1994,16223,1668,79821.18,16.07,378.4334764,14.26
Japan,Sweet potatoes,1994,246394,1668,79821.18,16.33,378.4334764,14.26
Japan,Sweet potatoes,1994,246394,1668,79821.18,13.78,378.4334764,14.26
Japan,Sweet potatoes,1994,246394,1668,79821.18,16.41,378.4334764,14.26
Japan,Sweet potatoes,1994,246394,1668,79821.18,16.06,378.4334764,14.26
Japan,Sweet potatoes,1994,246394,1668,79821.18,16.07,378.4334764,14.26
Japan,Wheat,1994,37182,1668,79821.18,16.33,378.4334764,14.26
Japan,Wheat,1994,37182,1668,79821.18,13.78,378.4334764,14.26
Japan,Wheat,1994,37182,1668,79821.18,16.41,378.4334764,14.26
Japan,Wheat,1994,37182,1668,79821.18,16.06,378.4334764,14.26
Japan,Wheat,1994,37182,1668,79821.18,16.07,378.4334764,14.26
Japan,Yams,1994,208410,1668,79821.18,16.33,378.4334764,14.26
Japan,Yams,1994,208410,1668,79821.18,13.78,378.4334764,14.26
Japan,Yams,1994,208410,1668,79821.18,16.41,378.4334764,14.26
Japan,Yams,1994,208410,1668,79821.18,16.06,378.4334764,14.26
Japan,Yams,1994,208410,1668,79821.18,16.07,378.4334764,14.26
Japan,Maize,1995,25000,1668,79821.18,15.25,354.4492441,13.58
Japan,Maize,1995,25000,1668,79821.18,12.98,354.4492441,13.58
Japan,Maize,1995,25000,1668,79821.18,15.32,354.4492441,13.58
Japan,Maize,1995,25000,1668,79821.18,14.83,354.4492441,13.58
Japan,Maize,1995,25000,1668,79821.18,14.97,354.4492441,13.58
Japan,Potatoes,1995,323558,1668,79821.18,15.25,354.4492441,13.58
Japan,Potatoes,1995,323558,1668,79821.18,12.98,354.4492441,13.58
Japan,Potatoes,1995,323558,1668,79821.18,15.32,354.4492441,13.58
Japan,Potatoes,1995,323558,1668,79821.18,14.83,354.4492441,13.58
Japan,Potatoes,1995,323558,1668,79821.18,14.97,354.4492441,13.58
Japan,"Rice, paddy",1995,63432,1668,79821.18,15.25,354.4492441,13.58
Japan,"Rice, paddy",1995,63432,1668,79821.18,12.98,354.4492441,13.58
Japan,"Rice, paddy",1995,63432,1668,79821.18,15.32,354.4492441,13.58
Japan,"Rice, paddy",1995,63432,1668,79821.18,14.83,354.4492441,13.58
Japan,"Rice, paddy",1995,63432,1668,79821.18,14.97,354.4492441,13.58
Japan,Soybeans,1995,17347,1668,79821.18,15.25,354.4492441,13.58
Japan,Soybeans,1995,17347,1668,79821.18,12.98,354.4492441,13.58
Japan,Soybeans,1995,17347,1668,79821.18,15.32,354.4492441,13.58
Japan,Soybeans,1995,17347,1668,79821.18,14.83,354.4492441,13.58
Japan,Soybeans,1995,17347,1668,79821.18,14.97,354.4492441,13.58
Japan,Sweet potatoes,1995,241020,1668,79821.18,15.25,354.4492441,13.58
Japan,Sweet potatoes,1995,241020,1668,79821.18,12.98,354.4492441,13.58
Japan,Sweet potatoes,1995,241020,1668,79821.18,15.32,354.4492441,13.58
Japan,Sweet potatoes,1995,241020,1668,79821.18,14.83,354.4492441,13.58
Japan,Sweet potatoes,1995,241020,1668,79821.18,14.97,354.4492441,13.58
Japan,Wheat,1995,29319,1668,79821.18,15.25,354.4492441,13.58
Japan,Wheat,1995,29319,1668,79821.18,12.98,354.4492441,13.58
Japan,Wheat,1995,29319,1668,79821.18,15.32,354.4492441,13.58
Japan,Wheat,1995,29319,1668,79821.18,14.83,354.4492441,13.58
Japan,Wheat,1995,29319,1668,79821.18,14.97,354.4492441,13.58
Japan,Yams,1995,197704,1668,79821.18,15.25,354.4492441,13.58
Japan,Yams,1995,197704,1668,79821.18,12.98,354.4492441,13.58
Japan,Yams,1995,197704,1668,79821.18,15.32,354.4492441,13.58
Japan,Yams,1995,197704,1668,79821.18,14.83,354.4492441,13.58
Japan,Yams,1995,197704,1668,79821.18,14.97,354.4492441,13.58
Japan,Maize,1996,24510,1668,79821.18,15.2,339.6349413,13.55
Japan,Maize,1996,24510,1668,79821.18,12.61,339.6349413,13.55
Japan,Maize,1996,24510,1668,79821.18,15.32,339.6349413,13.55
Japan,Maize,1996,24510,1668,79821.18,14.79,339.6349413,13.55
Japan,Maize,1996,24510,1668,79821.18,14.8,339.6349413,13.55
Japan,Potatoes,1996,299709,1668,79821.18,15.2,339.6349413,13.55
Japan,Potatoes,1996,299709,1668,79821.18,12.61,339.6349413,13.55
Japan,Potatoes,1996,299709,1668,79821.18,15.32,339.6349413,13.55
Japan,Potatoes,1996,299709,1668,79821.18,14.79,339.6349413,13.55
Japan,Potatoes,1996,299709,1668,79821.18,14.8,339.6349413,13.55
Japan,"Rice, paddy",1996,65402,1668,79821.18,15.2,339.6349413,13.55
Japan,"Rice, paddy",1996,65402,1668,79821.18,12.61,339.6349413,13.55
Japan,"Rice, paddy",1996,65402,1668,79821.18,15.32,339.6349413,13.55
Japan,"Rice, paddy",1996,65402,1668,79821.18,14.79,339.6349413,13.55
Japan,"Rice, paddy",1996,65402,1668,79821.18,14.8,339.6349413,13.55
Japan,Soybeans,1996,18093,1668,79821.18,15.2,339.6349413,13.55
Japan,Soybeans,1996,18093,1668,79821.18,12.61,339.6349413,13.55
Japan,Soybeans,1996,18093,1668,79821.18,15.32,339.6349413,13.55
Japan,Soybeans,1996,18093,1668,79821.18,14.79,339.6349413,13.55
Japan,Soybeans,1996,18093,1668,79821.18,14.8,339.6349413,13.55
Japan,Sweet potatoes,1996,233474,1668,79821.18,15.2,339.6349413,13.55
Japan,Sweet potatoes,1996,233474,1668,79821.18,12.61,339.6349413,13.55
Japan,Sweet potatoes,1996,233474,1668,79821.18,15.32,339.6349413,13.55
Japan,Sweet potatoes,1996,233474,1668,79821.18,14.79,339.6349413,13.55
Japan,Sweet potatoes,1996,233474,1668,79821.18,14.8,339.6349413,13.55
Japan,Wheat,1996,30164,1668,79821.18,15.2,339.6349413,13.55
Japan,Wheat,1996,30164,1668,79821.18,12.61,339.6349413,13.55
Japan,Wheat,1996,30164,1668,79821.18,15.32,339.6349413,13.55
Japan,Wheat,1996,30164,1668,79821.18,14.79,339.6349413,13.55
Japan,Wheat,1996,30164,1668,79821.18,14.8,339.6349413,13.55
Japan,Yams,1996,194514,1668,79821.18,15.2,339.6349413,13.55
Japan,Yams,1996,194514,1668,79821.18,12.61,339.6349413,13.55
Japan,Yams,1996,194514,1668,79821.18,15.32,339.6349413,13.55
Japan,Yams,1996,194514,1668,79821.18,14.79,339.6349413,13.55
Japan,Yams,1996,194514,1668,79821.18,14.8,339.6349413,13.55
Japan,Maize,1997,24771,1668,79821.18,15.76,330.4224119,13.71
Japan,Maize,1997,24771,1668,79821.18,13.43,330.4224119,13.71
Japan,Maize,1997,24771,1668,79821.18,15.89,330.4224119,13.71
Japan,Maize,1997,24771,1668,79821.18,15.37,330.4224119,13.71
Japan,Maize,1997,24771,1668,79821.18,15.39,330.4224119,13.71
Japan,Potatoes,1997,307549,1668,79821.18,15.76,330.4224119,13.71
Japan,Potatoes,1997,307549,1668,79821.18,13.43,330.4224119,13.71
Japan,Potatoes,1997,307549,1668,79821.18,15.89,330.4224119,13.71
Japan,Potatoes,1997,307549,1668,79821.18,15.37,330.4224119,13.71
Japan,Potatoes,1997,307549,1668,79821.18,15.39,330.4224119,13.71
Japan,"Rice, paddy",1997,64163,1668,79821.18,15.76,330.4224119,13.71
Japan,"Rice, paddy",1997,64163,1668,79821.18,13.43,330.4224119,13.71
Japan,"Rice, paddy",1997,64163,1668,79821.18,15.89,330.4224119,13.71
Japan,"Rice, paddy",1997,64163,1668,79821.18,15.37,330.4224119,13.71
Japan,"Rice, paddy",1997,64163,1668,79821.18,15.39,330.4224119,13.71
Japan,Soybeans,1997,17380,1668,79821.18,15.76,330.4224119,13.71
Japan,Soybeans,1997,17380,1668,79821.18,13.43,330.4224119,13.71
Japan,Soybeans,1997,17380,1668,79821.18,15.89,330.4224119,13.71
Japan,Soybeans,1997,17380,1668,79821.18,15.37,330.4224119,13.71
Japan,Soybeans,1997,17380,1668,79821.18,15.39,330.4224119,13.71
Japan,Sweet potatoes,1997,243011,1668,79821.18,15.76,330.4224119,13.71
Japan,Sweet potatoes,1997,243011,1668,79821.18,13.43,330.4224119,13.71
Japan,Sweet potatoes,1997,243011,1668,79821.18,15.89,330.4224119,13.71
Japan,Sweet potatoes,1997,243011,1668,79821.18,15.37,330.4224119,13.71
Japan,Sweet potatoes,1997,243011,1668,79821.18,15.39,330.4224119,13.71
Japan,Wheat,1997,36387,1668,79821.18,15.76,330.4224119,13.71
Japan,Wheat,1997,36387,1668,79821.18,13.43,330.4224119,13.71
Japan,Wheat,1997,36387,1668,79821.18,15.89,330.4224119,13.71
Japan,Wheat,1997,36387,1668,79821.18,15.37,330.4224119,13.71
Japan,Wheat,1997,36387,1668,79821.18,15.39,330.4224119,13.71
Japan,Yams,1997,209840,1668,79821.18,15.76,330.4224119,13.71
Japan,Yams,1997,209840,1668,79821.18,13.43,330.4224119,13.71
Japan,Yams,1997,209840,1668,79821.18,15.89,330.4224119,13.71
Japan,Yams,1997,209840,1668,79821.18,15.37,330.4224119,13.71
Japan,Yams,1997,209840,1668,79821.18,15.39,330.4224119,13.71
Japan,Maize,1998,24468,1668,79821.18,16.72,312.8114664,12.8
Japan,Maize,1998,24468,1668,79821.18,13.74,312.8114664,12.8
Japan,Maize,1998,24468,1668,79821.18,16.74,312.8114664,12.8
Japan,Maize,1998,24468,1668,79821.18,16.39,312.8114664,12.8
Japan,Maize,1998,24468,1668,79821.18,16.45,312.8114664,12.8
Japan,Potatoes,1998,307608,1668,79821.18,16.72,312.8114664,12.8
Japan,Potatoes,1998,307608,1668,79821.18,13.74,312.8114664,12.8
Japan,Potatoes,1998,307608,1668,79821.18,16.74,312.8114664,12.8
Japan,Potatoes,1998,307608,1668,79821.18,16.39,312.8114664,12.8
Japan,Potatoes,1998,307608,1668,79821.18,16.45,312.8114664,12.8
Japan,"Rice, paddy",1998,62188,1668,79821.18,16.72,312.8114664,12.8
Japan,"Rice, paddy",1998,62188,1668,79821.18,13.74,312.8114664,12.8
Japan,"Rice, paddy",1998,62188,1668,79821.18,16.74,312.8114664,12.8
Japan,"Rice, paddy",1998,62188,1668,79821.18,16.39,312.8114664,12.8
Japan,"Rice, paddy",1998,62188,1668,79821.18,16.45,312.8114664,12.8
Japan,Soybeans,1998,14495,1668,79821.18,16.72,312.8114664,12.8
Japan,Soybeans,1998,14495,1668,79821.18,13.74,312.8114664,12.8
Japan,Soybeans,1998,14495,1668,79821.18,16.74,312.8114664,12.8
Japan,Soybeans,1998,14495,1668,79821.18,16.39,312.8114664,12.8
Japan,Soybeans,1998,14495,1668,79821.18,16.45,312.8114664,12.8
Japan,Sweet potatoes,1998,249781,1668,79821.18,16.72,312.8114664,12.8
Japan,Sweet potatoes,1998,249781,1668,79821.18,13.74,312.8114664,12.8
Japan,Sweet potatoes,1998,249781,1668,79821.18,16.74,312.8114664,12.8
Japan,Sweet potatoes,1998,249781,1668,79821.18,16.39,312.8114664,12.8
Japan,Sweet potatoes,1998,249781,1668,79821.18,16.45,312.8114664,12.8
Japan,Wheat,1998,35111,1668,79821.18,16.72,312.8114664,12.8
Japan,Wheat,1998,35111,1668,79821.18,13.74,312.8114664,12.8
Japan,Wheat,1998,35111,1668,79821.18,16.74,312.8114664,12.8
Japan,Wheat,1998,35111,1668,79821.18,16.39,312.8114664,12.8
Japan,Wheat,1998,35111,1668,79821.18,16.45,312.8114664,12.8
Japan,Yams,1998,200786,1668,79821.18,16.72,312.8114664,12.8
Japan,Yams,1998,200786,1668,79821.18,13.74,312.8114664,12.8
Japan,Yams,1998,200786,1668,79821.18,16.74,312.8114664,12.8
Japan,Yams,1998,200786,1668,79821.18,16.39,312.8114664,12.8
Japan,Yams,1998,200786,1668,79821.18,16.45,312.8114664,12.8
Japan,Maize,1999,24000,1668,79821.18,15.93,319.4981124,13.44
Japan,Maize,1999,24000,1668,79821.18,13.78,319.4981124,13.44
Japan,Maize,1999,24000,1668,79821.18,15.66,319.4981124,13.44
Japan,Maize,1999,24000,1668,79821.18,15.79,319.4981124,13.44
Japan,Potatoes,1999,303275,1668,79821.18,15.93,319.4981124,13.44
Japan,Potatoes,1999,303275,1668,79821.18,13.78,319.4981124,13.44
Japan,Potatoes,1999,303275,1668,79821.18,15.66,319.4981124,13.44
Japan,Potatoes,1999,303275,1668,79821.18,15.79,319.4981124,13.44
Japan,"Rice, paddy",1999,64143,1668,79821.18,15.93,319.4981124,13.44
Japan,"Rice, paddy",1999,64143,1668,79821.18,13.78,319.4981124,13.44
Japan,"Rice, paddy",1999,64143,1668,79821.18,15.66,319.4981124,13.44
Japan,"Rice, paddy",1999,64143,1668,79821.18,15.79,319.4981124,13.44
Japan,Soybeans,1999,17301,1668,79821.18,15.93,319.4981124,13.44
Japan,Soybeans,1999,17301,1668,79821.18,13.78,319.4981124,13.44
Japan,Soybeans,1999,17301,1668,79821.18,15.66,319.4981124,13.44
Japan,Soybeans,1999,17301,1668,79821.18,15.79,319.4981124,13.44
Japan,Sweet potatoes,1999,226517,1668,79821.18,15.93,319.4981124,13.44
Japan,Sweet potatoes,1999,226517,1668,79821.18,13.78,319.4981124,13.44
Japan,Sweet potatoes,1999,226517,1668,79821.18,15.66,319.4981124,13.44
Japan,Sweet potatoes,1999,226517,1668,79821.18,15.79,319.4981124,13.44
Japan,Wheat,1999,34544,1668,79821.18,15.93,319.4981124,13.44
Japan,Wheat,1999,34544,1668,79821.18,13.78,319.4981124,13.44
Japan,Wheat,1999,34544,1668,79821.18,15.66,319.4981124,13.44
Japan,Wheat,1999,34544,1668,79821.18,15.79,319.4981124,13.44
Japan,Yams,1999,217455,1668,79821.18,15.93,319.4981124,13.44
Japan,Yams,1999,217455,1668,79821.18,13.78,319.4981124,13.44
Japan,Yams,1999,217455,1668,79821.18,15.66,319.4981124,13.44
Japan,Yams,1999,217455,1668,79821.18,15.79,319.4981124,13.44
Japan,Maize,2000,24713,1668,79821.18,15.92,324.6088511,13.71
Japan,Maize,2000,24713,1668,79821.18,13.5,324.6088511,13.71
Japan,Maize,2000,24713,1668,79821.18,15.95,324.6088511,13.71
Japan,Maize,2000,24713,1668,79821.18,15.58,324.6088511,13.71
Japan,Maize,2000,24713,1668,79821.18,15.67,324.6088511,13.71
Japan,Potatoes,2000,306342,1668,79821.18,15.92,324.6088511,13.71
Japan,Potatoes,2000,306342,1668,79821.18,13.5,324.6088511,13.71
Japan,Potatoes,2000,306342,1668,79821.18,15.95,324.6088511,13.71
Japan,Potatoes,2000,306342,1668,79821.18,15.58,324.6088511,13.71
Japan,Potatoes,2000,306342,1668,79821.18,15.67,324.6088511,13.71
Japan,"Rice, paddy",2000,67023,1668,79821.18,15.92,324.6088511,13.71
Japan,"Rice, paddy",2000,67023,1668,79821.18,13.5,324.6088511,13.71
Japan,"Rice, paddy",2000,67023,1668,79821.18,15.95,324.6088511,13.71
Japan,"Rice, paddy",2000,67023,1668,79821.18,15.58,324.6088511,13.71
Japan,"Rice, paddy",2000,67023,1668,79821.18,15.67,324.6088511,13.71
Japan,Soybeans,2000,19184,1668,79821.18,15.92,324.6088511,13.71
Japan,Soybeans,2000,19184,1668,79821.18,13.5,324.6088511,13.71
Japan,Soybeans,2000,19184,1668,79821.18,15.95,324.6088511,13.71
Japan,Soybeans,2000,19184,1668,79821.18,15.58,324.6088511,13.71
Japan,Soybeans,2000,19184,1668,79821.18,15.67,324.6088511,13.71
Japan,Sweet potatoes,2000,247327,1668,79821.18,15.92,324.6088511,13.71
Japan,Sweet potatoes,2000,247327,1668,79821.18,13.5,324.6088511,13.71
Japan,Sweet potatoes,2000,247327,1668,79821.18,15.95,324.6088511,13.71
Japan,Sweet potatoes,2000,247327,1668,79821.18,15.58,324.6088511,13.71
Japan,Sweet potatoes,2000,247327,1668,79821.18,15.67,324.6088511,13.71
Japan,Wheat,2000,37607,1668,79821.18,15.92,324.6088511,13.71
Japan,Wheat,2000,37607,1668,79821.18,13.5,324.6088511,13.71
Japan,Wheat,2000,37607,1668,79821.18,15.95,324.6088511,13.71
Japan,Wheat,2000,37607,1668,79821.18,15.58,324.6088511,13.71
Japan,Wheat,2000,37607,1668,79821.18,15.67,324.6088511,13.71
Japan,Yams,2000,226577,1668,79821.18,15.92,324.6088511,13.71
Japan,Yams,2000,226577,1668,79821.18,13.5,324.6088511,13.71
Japan,Yams,2000,226577,1668,79821.18,15.95,324.6088511,13.71
Japan,Yams,2000,226577,1668,79821.18,15.58,324.6088511,13.71
Japan,Yams,2000,226577,1668,79821.18,15.67,324.6088511,13.71
Japan,Maize,2001,25000,1668,78735.45,15.86,304.680468,13.7
Japan,Maize,2001,25000,1668,78735.45,13.13,304.680468,13.7
Japan,Maize,2001,25000,1668,78735.45,15.97,304.680468,13.7
Japan,Maize,2001,25000,1668,78735.45,15.4,304.680468,13.7
Japan,Maize,2001,25000,1668,78735.45,15.47,304.680468,13.7
Japan,Potatoes,2001,318172,1668,78735.45,15.86,304.680468,13.7
Japan,Potatoes,2001,318172,1668,78735.45,13.13,304.680468,13.7
Japan,Potatoes,2001,318172,1668,78735.45,15.97,304.680468,13.7
Japan,Potatoes,2001,318172,1668,78735.45,15.4,304.680468,13.7
Japan,Potatoes,2001,318172,1668,78735.45,15.47,304.680468,13.7
Japan,"Rice, paddy",2001,66354,1668,78735.45,15.86,304.680468,13.7
Japan,"Rice, paddy",2001,66354,1668,78735.45,13.13,304.680468,13.7
